transaction_id,timestamp,store_id,city,country,store_type,product_category,product_name,unit_price,quantity,discount_applied,payment_method,customer_id,customer_age_group,customer_gender,loyalty_member,weather_condition,temperature_c,holiday_name,total_amount
15316,4/7/2023 15:44,43,Vancouver,CAN,Standalone,Coffee,Small Mocha,3.81,1,FALSE,Credit Card,8w0ne8cx,45-54,Non-binary,FALSE,Cloudy,7.9,,3.81
15317,4/7/2023 15:56,19,London,UK,Standalone,Coffee,Small Cappuccino,3.06,3,FALSE,Cash,bxuw4qqr,45-54,Female,FALSE,Sunny,11.1,,9.18
15318,4/7/2023 16:24,28,Sydney,AUS,Mall Kiosk,Coffee,Large Cappuccino,4.91,1,FALSE,Debit Card,4ummnlwq,18-24,Female,FALSE,Rainy,21.7,,4.91
15319,4/7/2023 16:25,21,Manchester,UK,Standalone,Coffee,Medium Cappuccino,3.28,3,FALSE,Mobile Wallet,1thkl5uy,25-34,Male,FALSE,Rainy,11.1,,9.84
15320,4/7/2023 16:34,30,Sydney,AUS,Standalone,Tea,Large Matcha Latte,5.72,1,FALSE,Debit Card,7xm6sl3u,35-44,Male,FALSE,Rainy,21.7,,5.72
15321,4/7/2023 16:42,3,New York,USA,Mall Kiosk,Tea,Small Green Tea,2.42,1,TRUE,Credit Card,ykvo40ie,25-34,Female,TRUE,Sunny,12.7,,2.18
15322,4/7/2023 17:02,3,New York,USA,Mall Kiosk,Coffee,Small Mocha,3.93,2,FALSE,Debit Card,g60ooucy,55-64,,FALSE,Sunny,12.7,,7.86
15323,4/7/2023 17:05,9,Los Angeles,USA,Mall Kiosk,Coffee,Small Cappuccino,3.42,1,FALSE,Mobile Wallet,pihpw1lt,35-44,Male,TRUE,Sunny,16.2,,3.42
15324,4/7/2023 17:11,3,New York,USA,Mall Kiosk,Tea,Large Matcha Latte,5.04,1,FALSE,Credit Card,7e2m5xjs,25-34,Female,FALSE,Sunny,12.7,,5.04
15325,4/7/2023 17:16,34,Melbourne,AUS,Mall Kiosk,Coffee,Medium Mocha,4.71,3,FALSE,Mobile Wallet,qtoctyd5,55-64,Female,TRUE,Rainy,15.5,,14.13
15326,4/7/2023 17:18,34,Melbourne,AUS,Mall Kiosk,Merchandise,Tote Bag,15.71,1,FALSE,Cash,j2orww81,45-54,Female,FALSE,Rainy,15.5,,15.71
15327,4/7/2023 17:18,16,London,UK,Standalone,Coffee,Double Espresso,2.46,1,FALSE,Cash,1151fmd3,25-34,Female,FALSE,Sunny,11.1,,2.46
15328,4/7/2023 17:42,14,Chicago,USA,Standalone,Merchandise,Tote Bag,14.25,1,FALSE,Credit Card,uk6fyhh5,35-44,Male,FALSE,Sunny,9.7,,14.25
15329,4/7/2023 19:18,1,New York,USA,Standalone,Coffee,Large Latte,4.6,1,FALSE,Credit Card,90qwhaob,65+,Male,TRUE,Sunny,12.7,,4.6
15330,4/7/2023 21:17,29,Sydney,AUS,Mall Kiosk,Coffee,Single Espresso,3.09,1,FALSE,Credit Card,sn1lhjy9,35-44,Female,TRUE,Rainy,21.7,,3.09
15331,4/7/2023 21:46,43,Vancouver,CAN,Standalone,Coffee,Medium Mocha,4.23,1,FALSE,Cash,otyuay7v,55-64,Male,TRUE,Cloudy,7.9,,4.23
15332,4/7/2023 23:01,13,Chicago,USA,Mall Kiosk,Sandwich,Chicken & Avocado Wrap,5.99,1,FALSE,Mobile Wallet,impihq17,25-34,Female,TRUE,Sunny,9.7,,5.99
15333,4/8/2023 0:27,40,Toronto,CAN,Standalone,Pastry,Blueberry Muffin,2.76,1,FALSE,Debit Card,mbtbgjkw,35-44,Prefer not to say,FALSE,Cloudy,9.4,,2.76
15334,4/8/2023 0:48,15,Chicago,USA,Standalone,Tea,Medium Chai Latte,3.99,1,FALSE,Cash,7z8o5xjn,,Female,FALSE,Rainy,7.7,,3.99
15335,4/8/2023 1:33,16,London,UK,Standalone,Coffee,Small Cappuccino,3.06,3,FALSE,Mobile Wallet,ns57xnrw,18-24,Male,FALSE,Sunny,13.3,,9.18
15336,4/8/2023 4:27,24,Manchester,UK,Standalone,Pastry,Blueberry Muffin,2.46,2,FALSE,Cash,mftb998t,18-24,Female,FALSE,Cloudy,9.1,,4.92
15337,4/8/2023 4:47,28,Sydney,AUS,Mall Kiosk,Coffee,Medium Mocha,4.8,1,FALSE,Cash,k2etabsf,35-44,Female,TRUE,Sunny,21,,4.8
15338,4/8/2023 6:35,24,Manchester,UK,Standalone,Coffee,Large Latte,3.77,1,FALSE,Mobile Wallet,mesthw91,25-34,Male,FALSE,Cloudy,9.1,,3.77
15339,4/8/2023 6:38,9,Los Angeles,USA,Mall Kiosk,Sandwich,Ham & Cheese Croissant,5.23,1,TRUE,Credit Card,891dwixy,55-64,Male,FALSE,Cloudy,20.1,,4.45
15340,4/8/2023 6:51,5,New York,USA,Standalone,Smoothie,Large Berry Blast,6.3,1,FALSE,Credit Card,87j9fnk2,,Female,FALSE,Cloudy,20.2,,6.3
15341,4/8/2023 7:13,43,Vancouver,CAN,Standalone,Coffee,Medium Cappuccino,3.76,5,FALSE,Debit Card,2iy2ec11,65+,Female,FALSE,Rainy,7.8,,18.8
15342,4/8/2023 7:16,28,Sydney,AUS,Mall Kiosk,Tea,Large Chai Latte,5.17,2,FALSE,Credit Card,hghgkmf4,25-34,Female,FALSE,Sunny,21,,10.34
15343,4/8/2023 7:46,43,Vancouver,CAN,Standalone,Coffee,Large Latte,4.32,1,FALSE,Debit Card,nwfg29w0,45-54,Male,TRUE,Rainy,7.8,,4.32
15344,4/8/2023 7:51,41,Vancouver,CAN,Standalone,Coffee,Large Mocha,4.89,3,FALSE,Debit Card,1mwatgis,25-34,Female,FALSE,Rainy,7.8,,14.67
15345,4/8/2023 7:51,10,Los Angeles,USA,Mall Kiosk,Coffee,Medium Cappuccino,3.8,3,FALSE,Mobile Wallet,t6s3ipia,55-64,Female,FALSE,Cloudy,20.1,,11.4
15346,4/8/2023 8:03,1,New York,USA,Standalone,Coffee,Medium Cappuccino,4,1,FALSE,Credit Card,frl9keda,35-44,Male,FALSE,Cloudy,20.2,,4
15347,4/8/2023 8:06,29,Sydney,AUS,Mall Kiosk,Coffee,Small Mocha,4.32,1,FALSE,Debit Card,8d191vcq,35-44,Female,FALSE,Sunny,21,,4.32
15348,4/8/2023 8:08,17,London,UK,Standalone,Tea,Large Chai Latte,4.12,4,FALSE,Credit Card,ve90626k,35-44,Female,FALSE,Sunny,13.3,,16.48
15349,4/8/2023 8:20,4,New York,USA,Mall Kiosk,Merchandise,Tote Bag,14.55,2,FALSE,Credit Card,1qbriugn,35-44,Female,TRUE,Cloudy,20.2,,29.1
15350,4/8/2023 8:21,16,London,UK,Standalone,Coffee,Large Americano,2.93,2,FALSE,Credit Card,vjcvdozl,45-54,Male,FALSE,Sunny,13.3,,5.86
15351,4/8/2023 8:37,2,New York,USA,Airport,Tea,Large Matcha Latte,6.5,1,FALSE,Debit Card,ka4uknyb,45-54,Male,FALSE,Cloudy,20.2,,6.5
15352,4/8/2023 8:38,38,Toronto,CAN,Standalone,Tea,Medium Earl Grey,2.58,6,TRUE,Credit Card,1qc41j2p,35-44,Male,TRUE,Cloudy,9.4,,12.38
15353,4/8/2023 8:39,45,Vancouver,CAN,Standalone,Smoothie,Medium Berry Blast,5.17,2,FALSE,Cash,yiojchhv,,Male,FALSE,Rainy,7.8,,10.34
15354,4/8/2023 8:41,40,Toronto,CAN,Standalone,Smoothie,Medium Berry Blast,5.06,3,TRUE,Cash,1gwgml36,55-64,Female,TRUE,Cloudy,9.4,,13.66
15355,4/8/2023 8:46,14,Chicago,USA,Standalone,Coffee,Medium Cappuccino,3.8,6,TRUE,Cash,4vgzhuuv,45-54,Male,FALSE,Rainy,7.7,,18.24
15356,4/8/2023 8:55,3,New York,USA,Mall Kiosk,Tea,Medium Green Tea,2.72,4,FALSE,Debit Card,1km4s3ob,65+,Male,FALSE,,,,10.88
15357,4/8/2023 8:55,37,Toronto,CAN,Standalone,Pastry,Blueberry Muffin,2.76,1,FALSE,Cash,k192mzhg,35-44,Female,TRUE,Cloudy,9.4,,2.76
15358,4/8/2023 9:00,14,Chicago,USA,Standalone,Tea,Small Chai Latte,3.61,1,FALSE,Credit Card,coa9lsqy,55-64,Non-binary,FALSE,Rainy,7.7,,3.61
15359,4/8/2023 9:14,23,Manchester,UK,Standalone,Coffee,Large Mocha,4.26,3,FALSE,Cash,nkw216k7,45-54,Female,TRUE,Cloudy,9.1,,12.78
15360,4/8/2023 9:22,8,Los Angeles,USA,Airport,Sandwich,Chicken & Avocado Wrap,7.96,2,TRUE,Cash,2kqm69nx,35-44,Male,TRUE,Cloudy,20.1,,14.33
15361,4/8/2023 9:29,31,Melbourne,AUS,Standalone,Coffee,Small Latte,3.89,3,TRUE,Cash,bcyaq880,35-44,Male,TRUE,Sunny,20.6,,10.5
15362,4/8/2023 9:38,24,Manchester,UK,Standalone,Coffee,Large Latte,3.77,6,FALSE,Cash,z05vq0k7,18-24,Female,FALSE,Cloudy,9.1,,22.62
15363,4/8/2023 9:40,41,Vancouver,CAN,Standalone,Coffee,Large Cappuccino,4.32,4,FALSE,Cash,48edfzea,25-34,Male,FALSE,Rainy,7.8,,17.28
15364,4/8/2023 9:41,5,New York,USA,Standalone,Tea,Medium Green Tea,2.8,3,TRUE,Credit Card,9g1vv817,35-44,Female,TRUE,Cloudy,20.2,,7.56
15365,4/8/2023 9:48,3,New York,USA,Mall Kiosk,Coffee,Large Cappuccino,4.46,3,FALSE,Cash,n9501ilv,45-54,Male,FALSE,Cloudy,20.2,,13.38
15366,4/8/2023 9:56,36,Toronto,CAN,Airport,Pastry,Scone,2.53,2,FALSE,Credit Card,v5scqwaj,,Male,FALSE,Cloudy,9.4,,5.06
15367,4/8/2023 10:05,25,Manchester,UK,Standalone,Coffee,Large Mocha,4.26,1,FALSE,Mobile Wallet,suff6m2u,25-34,Female,FALSE,Cloudy,9.1,,4.26
15368,4/8/2023 10:05,10,Los Angeles,USA,Mall Kiosk,Sandwich,Chicken & Avocado Wrap,6.18,1,FALSE,Mobile Wallet,y30xj1e2,25-34,Male,FALSE,Cloudy,20.1,,6.18
15369,4/8/2023 10:15,34,Melbourne,AUS,Mall Kiosk,Pastry,Croissant,2.62,3,FALSE,Cash,st6jfrlr,18-24,Male,FALSE,Sunny,20.6,,7.86
15370,4/8/2023 10:21,29,Sydney,AUS,Mall Kiosk,Tea,Large Matcha Latte,5.55,2,FALSE,Debit Card,2s4s2nem,25-34,,FALSE,,,,11.1
15371,4/8/2023 10:27,6,Los Angeles,USA,Standalone,Tea,Large Matcha Latte,5.1,3,FALSE,Cash,vgr7twfb,18-24,Male,FALSE,Cloudy,20.1,,15.3
15372,4/8/2023 10:34,34,Melbourne,AUS,Mall Kiosk,Coffee,Small Cappuccino,3.77,3,FALSE,Credit Card,c6yqqswk,35-44,Male,FALSE,Sunny,20.6,,11.31
15373,4/8/2023 10:59,27,Sydney,AUS,Standalone,Tea,Large Chai Latte,5.33,2,FALSE,Debit Card,12gnveoe,45-54,Male,FALSE,Sunny,21,,10.66
15374,4/8/2023 11:04,19,London,UK,Standalone,Coffee,Large Latte,3.91,3,FALSE,Credit Card,420g0ht3,45-54,Male,TRUE,Sunny,13.3,,11.73
15375,4/8/2023 11:17,24,Manchester,UK,Standalone,Coffee,Small Cappuccino,2.95,1,FALSE,Credit Card,5qry6yf5,35-44,Female,TRUE,Cloudy,9.1,,2.95
15376,4/8/2023 11:22,37,Toronto,CAN,Standalone,Sandwich,Chicken & Avocado Wrap,5.98,1,FALSE,Credit Card,xij8gg5f,25-34,Male,FALSE,Cloudy,9.4,,5.98
15377,4/8/2023 11:36,9,Los Angeles,USA,Mall Kiosk,Smoothie,Medium Berry Blast,5.23,1,FALSE,Cash,g8swk268,35-44,Female,TRUE,,,,5.23
15378,4/8/2023 11:55,30,Sydney,AUS,Standalone,Coffee,Medium Mocha,4.95,1,FALSE,Mobile Wallet,vna7069q,18-24,Female,FALSE,Sunny,21,,4.95
15379,4/8/2023 11:57,44,Vancouver,CAN,Mall Kiosk,Coffee,Medium Mocha,4.1,1,FALSE,Cash,aozveumr,18-24,Female,FALSE,Rainy,7.8,,4.1
15380,4/8/2023 12:03,29,Sydney,AUS,Mall Kiosk,Coffee,Single Espresso,3.09,4,FALSE,Cash,ao6e5mqc,,Female,FALSE,Sunny,21,,12.36
15381,4/8/2023 12:55,38,Toronto,CAN,Standalone,Coffee,Medium Cappuccino,3.68,4,FALSE,Credit Card,sn6a7ylh,18-24,Male,FALSE,Cloudy,9.4,,14.72
15382,4/8/2023 13:26,5,New York,USA,Standalone,Tea,Small Earl Grey,2.5,2,FALSE,Credit Card,fwolpmr1,35-44,Female,FALSE,Cloudy,20.2,,5
15383,4/8/2023 13:54,45,Vancouver,CAN,Standalone,Tea,Medium Chai Latte,3.95,1,FALSE,Debit Card,0bcpegtc,45-54,Non-binary,TRUE,Rainy,7.8,,3.95
15384,4/8/2023 14:13,29,Sydney,AUS,Mall Kiosk,Coffee,Small Americano,2.88,2,FALSE,Debit Card,gvrezkjj,18-24,Female,FALSE,Sunny,21,,5.76
15385,4/8/2023 14:16,34,Melbourne,AUS,Mall Kiosk,Coffee,Medium Cappuccino,4.19,1,FALSE,Credit Card,nul2jwa3,25-34,Male,TRUE,Sunny,20.6,,4.19
15386,4/8/2023 14:18,32,Melbourne,AUS,Standalone,Merchandise,Coffee Mug,12.96,1,FALSE,Credit Card,y4tee6dd,35-44,Male,FALSE,Sunny,20.6,,12.96
15387,4/8/2023 14:28,15,Chicago,USA,Standalone,Coffee,Small Americano,2.56,1,FALSE,Credit Card,z772xi9j,45-54,Female,FALSE,Rainy,7.7,,2.56
15388,4/8/2023 14:48,25,Manchester,UK,Standalone,Sandwich,Vegan Falafel Wrap,4.92,1,FALSE,Mobile Wallet,8261ztmf,65+,Male,TRUE,,,,4.92
15389,4/8/2023 14:49,34,Melbourne,AUS,Mall Kiosk,Tea,Medium Earl Grey,2.93,2,FALSE,Credit Card,gcf9euke,18-24,Female,FALSE,Sunny,20.6,,5.86
15390,4/8/2023 15:06,1,New York,USA,Standalone,Coffee,Large Latte,4.6,1,TRUE,Cash,5025cnl7,55-64,Female,TRUE,Cloudy,20.2,,4.14
15391,4/8/2023 15:26,28,Sydney,AUS,Mall Kiosk,Sandwich,Vegan Falafel Wrap,6.4,1,FALSE,Credit Card,gf7bhdzh,35-44,Male,FALSE,Sunny,21,,6.4
15392,4/8/2023 15:37,30,Sydney,AUS,Standalone,Coffee,Medium Americano,3.3,2,FALSE,Cash,cyo8nh2a,18-24,Female,FALSE,Sunny,21,,6.6
15393,4/8/2023 15:39,10,Los Angeles,USA,Mall Kiosk,Tea,Large Matcha Latte,4.94,1,FALSE,Cash,fhz6t8vm,35-44,Female,FALSE,Cloudy,20.1,,4.94
15394,4/8/2023 15:45,36,Toronto,CAN,Airport,Tea,Small Green Tea,2.88,1,TRUE,Credit Card,jjkg866a,45-54,Male,TRUE,Cloudy,9.4,,2.59
15395,4/8/2023 16:02,4,New York,USA,Mall Kiosk,Sandwich,Chicken & Avocado Wrap,6.3,1,TRUE,Debit Card,iucx001m,25-34,Male,FALSE,Cloudy,20.2,,5.35
15396,4/8/2023 16:03,9,Los Angeles,USA,Mall Kiosk,Tea,Medium Chai Latte,3.99,1,TRUE,Cash,c2urj060,18-24,Female,TRUE,Cloudy,20.1,,3.59
15397,4/8/2023 16:08,14,Chicago,USA,Standalone,Tea,Large Chai Latte,4.61,2,FALSE,Credit Card,1durqmb3,35-44,Male,FALSE,Rainy,7.7,,9.22
15398,4/8/2023 16:15,45,Vancouver,CAN,Standalone,Tea,Medium Green Tea,2.63,1,TRUE,Debit Card,jtzmnta9,25-34,Male,TRUE,Rainy,7.8,,2.37
15399,4/8/2023 16:33,10,Los Angeles,USA,Mall Kiosk,Tea,Large Matcha Latte,4.94,1,TRUE,Credit Card,juz9n0cb,65+,Female,TRUE,Cloudy,20.1,,4.45
15400,4/8/2023 16:33,18,London,UK,Mall Kiosk,Coffee,Medium Mocha,3.71,2,FALSE,Debit Card,3hbkke8y,45-54,Female,TRUE,Sunny,13.3,,7.42
15401,4/8/2023 16:41,34,Melbourne,AUS,Mall Kiosk,Coffee,Medium Americano,3.14,1,FALSE,Credit Card,wmobvv2n,65+,Male,FALSE,Sunny,20.6,,3.14
15402,4/8/2023 16:43,7,Los Angeles,USA,Standalone,Tea,Large Chai Latte,4.75,1,FALSE,Debit Card,1h0r8qjp,35-44,Male,FALSE,Cloudy,20.1,,4.75
15403,4/8/2023 16:50,35,Melbourne,AUS,Mall Kiosk,Sandwich,Ham & Cheese Croissant,5.76,1,FALSE,Debit Card,c8x9jmhx,25-34,Male,TRUE,,,,5.76
15404,4/8/2023 16:58,24,Manchester,UK,Standalone,Tea,Medium Chai Latte,3.44,6,FALSE,Cash,xt1prtjx,65+,Male,FALSE,Cloudy,9.1,,20.64
15405,4/8/2023 17:01,18,London,UK,Mall Kiosk,Tea,Small Earl Grey,2.06,1,FALSE,Mobile Wallet,0b377apg,18-24,Male,TRUE,Sunny,13.3,,2.06
15406,4/8/2023 17:11,27,Sydney,AUS,Standalone,Tea,Large Green Tea,3.52,1,FALSE,Cash,xuc9bj8d,55-64,Female,FALSE,Sunny,21,,3.52
15407,4/8/2023 17:57,40,Toronto,CAN,Standalone,Coffee,Medium Americano,2.76,1,FALSE,Mobile Wallet,1e90p8qt,18-24,Male,FALSE,Cloudy,9.4,,2.76
15408,4/8/2023 18:14,45,Vancouver,CAN,Standalone,Tea,Medium Earl Grey,2.63,1,FALSE,Debit Card,js117fss,25-34,Male,FALSE,Rainy,7.8,,2.63
15409,4/8/2023 18:26,38,Toronto,CAN,Standalone,Tea,Large Earl Grey,2.94,2,FALSE,Cash,7iga5efs,45-54,Female,FALSE,Cloudy,9.4,,5.88
15410,4/8/2023 19:10,13,Chicago,USA,Mall Kiosk,Pastry,Scone,2.03,1,FALSE,Credit Card,dtf2welf,,Male,FALSE,Rainy,7.7,,2.03
15411,4/8/2023 21:47,39,Toronto,CAN,Mall Kiosk,Tea,Small Chai Latte,3.39,1,FALSE,Cash,7nyzxvs1,45-54,Prefer not to say,TRUE,Cloudy,9.4,,3.39
15412,4/8/2023 21:49,15,Chicago,USA,Standalone,Smoothie,Medium Berry Blast,5.22,1,FALSE,Debit Card,709n7m8k,55-64,Male,FALSE,Rainy,7.7,,5.22
15413,4/8/2023 23:15,21,Manchester,UK,Standalone,Pastry,Chocolate Chip Cookie,1.64,1,FALSE,Cash,1i4kbtcv,,Female,FALSE,Cloudy,9.1,,1.64
15414,4/9/2023 1:34,19,London,UK,Standalone,Tea,Medium Matcha Latte,3.82,6,FALSE,Credit Card,gpzpm888,55-64,Male,FALSE,Cloudy,9.6,,22.92
15415,4/9/2023 2:42,9,Los Angeles,USA,Mall Kiosk,Coffee,Large Americano,3.28,1,FALSE,Debit Card,nxek8y5x,55-64,Female,FALSE,Sunny,16.7,,3.28
15416,4/9/2023 2:43,36,Toronto,CAN,Airport,Coffee,Small Cappuccino,4.14,1,FALSE,Credit Card,q20184iw,35-44,Female,FALSE,Rainy,5.8,,4.14
15417,4/9/2023 2:57,42,Vancouver,CAN,Standalone,Coffee,Double Espresso,2.73,1,FALSE,Cash,zox30y1x,35-44,Female,FALSE,Sunny,4.1,,2.73
15418,4/9/2023 4:37,37,Toronto,CAN,Standalone,Coffee,Large Latte,4.23,4,FALSE,Cash,o6fv5dgp,55-64,Male,FALSE,Rainy,5.8,,16.92
15419,4/9/2023 5:35,26,Sydney,AUS,Mall Kiosk,Smoothie,Large Berry Blast,6.72,3,FALSE,Credit Card,jfb527qh,35-44,Female,TRUE,Rainy,20,,20.16
15420,4/9/2023 6:04,12,Chicago,USA,Airport,Sandwich,Chicken & Avocado Wrap,7.72,1,FALSE,Cash,y00hl6k2,25-34,Male,FALSE,Rainy,9.2,,7.72
15421,4/9/2023 6:08,1,New York,USA,Standalone,Pastry,Chocolate Chip Cookie,2,1,FALSE,Cash,nz30fnrf,25-34,Female,FALSE,Sunny,17.5,,2
15422,4/9/2023 6:29,18,London,UK,Mall Kiosk,Coffee,Large Cappuccino,3.79,1,FALSE,Debit Card,ba9luc8l,65+,Female,FALSE,Cloudy,9.6,,3.79
15423,4/9/2023 6:49,7,Los Angeles,USA,Standalone,Tea,Medium Chai Latte,4.12,1,FALSE,Cash,s1ujrs4d,35-44,Male,TRUE,,,,4.12
15424,4/9/2023 6:56,39,Toronto,CAN,Mall Kiosk,Pastry,Scone,1.96,1,FALSE,Credit Card,7p56esh5,35-44,Female,TRUE,Rainy,5.8,,1.96
15425,4/9/2023 7:01,38,Toronto,CAN,Standalone,Coffee,Small Americano,2.48,2,FALSE,Credit Card,1unmaivy,18-24,Male,FALSE,Rainy,5.8,,4.96
15426,4/9/2023 7:44,40,Toronto,CAN,Standalone,Coffee,Medium Americano,2.76,1,FALSE,Debit Card,xkmkt642,35-44,Male,TRUE,Rainy,5.8,,2.76
15427,4/9/2023 8:10,20,London,UK,Standalone,Tea,Small Chai Latte,3.23,2,FALSE,Credit Card,87smi7wo,45-54,Male,FALSE,Cloudy,9.6,,6.46
15428,4/9/2023 8:25,23,Manchester,UK,Standalone,Coffee,Small Americano,2.21,3,FALSE,Credit Card,317ko7ct,18-24,Male,FALSE,Cloudy,16.7,,6.63
15429,4/9/2023 8:35,12,Chicago,USA,Airport,Tea,Large Earl Grey,3.8,2,TRUE,Cash,x65fsld7,65+,Male,FALSE,Rainy,9.2,,7.22
15430,4/9/2023 8:41,27,Sydney,AUS,Standalone,Coffee,Medium Latte,4.4,3,FALSE,Cash,hxrwy8pz,25-34,Non-binary,FALSE,Rainy,20,,13.2
15431,4/9/2023 8:47,37,Toronto,CAN,Standalone,Pastry,Croissant,2.3,6,TRUE,Mobile Wallet,mt7tj4op,18-24,Male,TRUE,,,,12.42
15432,4/9/2023 8:59,12,Chicago,USA,Airport,Coffee,Small Mocha,4.81,2,FALSE,Debit Card,m4v7zbhf,18-24,Male,FALSE,Rainy,9.2,,9.62
15433,4/9/2023 9:04,43,Vancouver,CAN,Standalone,Coffee,Large Latte,4.32,1,FALSE,Credit Card,6sdomht0,35-44,Female,FALSE,Sunny,4.1,,4.32
15434,4/9/2023 9:05,32,Melbourne,AUS,Standalone,Sandwich,Chicken & Avocado Wrap,7.02,3,FALSE,Cash,xnzkhqh9,45-54,,FALSE,Sunny,14.1,,21.06
15435,4/9/2023 9:34,25,Manchester,UK,Standalone,Coffee,Small Cappuccino,2.95,1,TRUE,Cash,pwwum1yn,35-44,Female,TRUE,,,,2.66
15436,4/9/2023 9:35,38,Toronto,CAN,Standalone,Smoothie,Large Berry Blast,5.8,1,FALSE,Debit Card,bvr0405o,55-64,Male,FALSE,Rainy,5.8,,5.8
15437,4/9/2023 10:01,43,Vancouver,CAN,Standalone,Coffee,Double Espresso,2.73,4,FALSE,Mobile Wallet,z8t3w0vx,25-34,Male,TRUE,Sunny,4.1,,10.92
15438,4/9/2023 10:10,16,London,UK,Standalone,Pastry,Blueberry Muffin,2.55,3,FALSE,Credit Card,m4k2dy8m,45-54,Male,FALSE,Cloudy,9.6,,7.65
15439,4/9/2023 10:20,19,London,UK,Standalone,Tea,Large Green Tea,2.72,2,FALSE,Debit Card,xqhiag9x,65+,Female,TRUE,Cloudy,9.6,,5.44
15440,4/9/2023 10:30,27,Sydney,AUS,Standalone,Coffee,Small Mocha,4.46,1,FALSE,Cash,cvo6ocxn,55-64,Female,FALSE,Rainy,20,,4.46
15441,4/9/2023 10:33,5,New York,USA,Standalone,Coffee,Small Latte,3.6,1,TRUE,Credit Card,wpq5ws0v,55-64,Male,TRUE,Sunny,17.5,,3.42
15442,4/9/2023 10:41,33,Melbourne,AUS,Standalone,Coffee,Medium Mocha,4.86,2,FALSE,Debit Card,cd9qfe4t,35-44,Female,TRUE,Sunny,14.1,,9.72
15443,4/9/2023 10:42,14,Chicago,USA,Standalone,Coffee,Small Cappuccino,3.42,3,FALSE,Mobile Wallet,nxsg6ao4,25-34,Male,TRUE,Rainy,9.2,,10.26
15444,4/9/2023 10:59,24,Manchester,UK,Standalone,Coffee,Small Mocha,3.32,2,FALSE,Cash,j6qii9zf,35-44,,FALSE,Cloudy,16.7,,6.64
15445,4/9/2023 11:00,41,Vancouver,CAN,Standalone,Coffee,Small Americano,2.54,1,FALSE,Cash,5dht5g7h,55-64,Male,TRUE,Sunny,4.1,,2.54
15446,4/9/2023 11:06,11,Chicago,USA,Standalone,Coffee,Single Espresso,2.75,1,FALSE,Mobile Wallet,xzecjwhb,18-24,Male,FALSE,Rainy,9.2,,2.75
15447,4/9/2023 11:06,22,Manchester,UK,Standalone,Smoothie,Medium Berry Blast,4.51,2,FALSE,Cash,tbybvls7,35-44,Male,TRUE,Cloudy,16.7,,9.02
15448,4/9/2023 11:21,41,Vancouver,CAN,Standalone,Tea,Large Matcha Latte,4.89,1,FALSE,Debit Card,43e5r915,35-44,Female,FALSE,Sunny,4.1,,4.89
15449,4/9/2023 11:22,33,Melbourne,AUS,Standalone,Tea,Medium Earl Grey,3.02,1,FALSE,Debit Card,l77bcseu,,Male,FALSE,Sunny,14.1,,3.02
15450,4/9/2023 11:27,11,Chicago,USA,Standalone,Coffee,Large Americano,3.28,1,FALSE,Credit Card,0u4gx1ra,18-24,Female,FALSE,Rainy,9.2,,3.28
15451,4/9/2023 11:50,14,Chicago,USA,Standalone,Coffee,Small Latte,3.42,1,FALSE,Credit Card,fksog7m6,25-34,Female,FALSE,Rainy,9.2,,3.42
15452,4/9/2023 12:10,20,London,UK,Standalone,Coffee,Medium Cappuccino,3.4,1,FALSE,Debit Card,z7kgkn0r,45-54,Female,TRUE,Cloudy,9.6,,3.4
15453,4/9/2023 12:15,31,Melbourne,AUS,Standalone,Coffee,Medium Cappuccino,4.32,3,FALSE,Debit Card,vpgbdlah,25-34,Male,TRUE,Sunny,14.1,,12.96
15454,4/9/2023 12:18,45,Vancouver,CAN,Standalone,Merchandise,Tote Bag,14.1,2,FALSE,Debit Card,pbc6gceu,35-44,Female,FALSE,Sunny,4.1,,28.2
15455,4/9/2023 12:27,12,Chicago,USA,Airport,Coffee,Medium Mocha,5.34,3,FALSE,Debit Card,4d02b9f5,45-54,Female,FALSE,Rainy,9.2,,16.02
15456,4/9/2023 12:27,42,Vancouver,CAN,Standalone,Coffee,Double Espresso,2.73,1,FALSE,Credit Card,ot2cznpp,35-44,Female,FALSE,Sunny,4.1,,2.73
15457,4/9/2023 12:27,42,Vancouver,CAN,Standalone,Coffee,Medium Latte,3.76,1,FALSE,Debit Card,qmtsu2k2,35-44,Male,TRUE,Sunny,4.1,,3.76
15458,4/9/2023 12:31,33,Melbourne,AUS,Standalone,Tea,Medium Chai Latte,4.54,2,FALSE,Credit Card,93jce21y,35-44,Male,FALSE,Sunny,14.1,,9.08
15459,4/9/2023 12:45,5,New York,USA,Standalone,Coffee,Small Americano,2.7,6,FALSE,Credit Card,twbt223n,55-64,Male,FALSE,Sunny,17.5,,16.2
15460,4/9/2023 13:11,25,Manchester,UK,Standalone,Coffee,Small Cappuccino,2.95,2,FALSE,Cash,z29jzaun,45-54,Female,FALSE,Cloudy,16.7,,5.9
15461,4/9/2023 14:05,18,London,UK,Mall Kiosk,Tea,Large Matcha Latte,4.29,1,FALSE,Credit Card,u24co5ko,35-44,Male,FALSE,Cloudy,9.6,,4.29
15462,4/9/2023 14:44,4,New York,USA,Mall Kiosk,Coffee,Medium Mocha,4.37,1,FALSE,Cash,bdrg5h8b,25-34,Female,FALSE,Sunny,17.5,,4.37
